VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2076	사나운 진병정독거미	S_KNIGHT	MONSTER	MELEE	58		AGGR	0	INSECT		0	spider_soldier	0	56	75	37	19	109	134	5068	20	25	498	747	2430	62	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1.4	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
2091	여왕거미	BOSS	MONSTER	MAGIC	60		AGGR	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	77	58	39	17	117	160	193408	10	10	29440	44160	19280	68	110	100	100	2000	150	0	0	0	0	25	0	20	20	40	35	40	40	40	40	0	0	60	0	10	2.24	2035	5	0	0	35	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2092	대왕거미	KING	MONSTER	MELEE	75		AGGR	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_king	0	82	62	42	21	102	190	277520	20	20	51740	77610	208800	73	110	100	100	2000	150	0	0	0	0	25	10	30	30	40	35	40	40	40	40	0	0	60	0	10	2.4	2035	5	0	0	40	261	0	0	0	0	0	0	0	0	5	10	0	0	0
2093	진여왕거미	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	INSECT	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	0	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2094	진여왕거미	KING	MONSTER	MELEE	72	SMALL	AGGR	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	95	71	48	24	102	190	1277520	20	20	0	0	208800	73	110	100	100	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	-20	20	2.0	2076	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2095	거미의 알	KING	MONSTER	MELEE	70	SMALL	NOMOVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_egg	0	67	45	89	22	0	0	193408	30	20	0	0	5000	150	0	0	100	2000	350	0	0	0	0	0	0	0	0	70	70	70	70	70	70	0	0	70	-20	70	1.0	2071	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2101	페넥여우	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	45	55	570	3	5	96	144	185	24	110	200	0	2000	150	0	0	0	0	0	0	0	5	0	-5	0	0	0	100	100	100	100	100	10	1.274	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2102	비마귀안	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	62	115	1365	3	5	172	258	1073	43	110	100	100	2000	150	0	0	0	0	0	3	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.274	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2103	대왕전갈	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	65	120	1473	3	5	180	270	1130	45	110	80	100	2000	150	30046	0	0	0	0	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.274	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2104	전갈인간	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	91	111	2348	12	10	262	393	2124	51	120	120	100	2000	150	30045	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.26	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2105	전갈궁수	S_PAWN	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	95	116	1364	7	5	279	418	1361	54	70	70	100	2000	850	30055	0	0	0	5	0	5	5	0	-5	0	0	0	0	10	20	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2106	반인반사검병	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	87	130	2685	12	10	327	491	2316	55	120	110	100	2000	150	30022	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.26	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2107	반인반사궁병	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	90	136	2070	7	5	361	542	2460	58	70	110	100	2000	850	30067	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2108	사막의무법자	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	95	143	5068	7	10	485	728	5208	62	110	120	100	2000	150	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	10	20	0	0	0	1.4	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2131	전갈인간	PAWN	MONSTER	MELEE	63			0	DESERT	POISON	0	scorpionman_sword	0	84	40	61	20	93	173	2048	12	10	258	387	2261	65	120	120	100	2000	150	30045	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	0	0	0	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2132	전갈궁수	S_PAWN	MONSTER	RANGE	65			0	DESERT	POISON	0	scorpionman_bow	0	84	62	42	20	98	180	2209	7	5	270	405	4248	68	70	70	100	2000	850	30055	0	0	0	5	0	5	5	0	-5	0	0	0	0	10	20	0	0	0	2.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2133	반인반사검병	KNIGHT	MONSTER	MELEE	67			0	DESERT	POISON	0	snakeman_sword	0	86	64	43	21	137	167	3521	12	10	393	590	2722	77	120	110	100	2000	150	30022	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2134	반인반사궁병	KNIGHT	MONSTER	RANGE	70			0	DESERT	POISON	0	snakeman_bow	0	89	67	45	22	143	174	2046	7	5	419	627	4632	81	70	110	100	2000	850	30067	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2135	사막의무법자	S_KNIGHT	MONSTER	MELEE	71			0	DESERT		0	outlaw	0	90	68	45	23	131	195	4028	7	10	491	737	4920	83	110	120	100	2000	150	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	10	20	0	0	0	0	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2151	난폭한 페넥여우	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	54	66	456	3	5	96	144	129	24	110	200	0	2000	150	0	0	0	0	0	0	0	5	0	-5	0	0	0	100	100	100	100	100	10	1.274	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2152	난폭한 비마귀안	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	74	138	1092	3	5	172	258	751	43	110	100	100	2000	150	0	0	0	0	0	3	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.274	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	난폭한 대왕전갈	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	78	144	1178	3	5	180	270	791	45	110	80	100	2000	150	30046	0	0	0	0	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.274	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2154	난폭한 전갈인간	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	109	133	1878	12	10	262	393	1487	51	120	120	100	2000	150	30045	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.26	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	난폭한 전갈궁수	S_PAWN	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	114	139	1091	7	5	279	418	953	54	70	70	100	2000	850	30055	0	0	0	5	0	5	5	0	-5	0	0	0	0	10	20	0	0	0	0.98	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2156	난폭한 반인반사검병	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	104	156	2148	12	10	327	491	1621	55	120	110	100	2000	150	30022	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.26	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2157	난폭한 반인반사궁병	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	108	163	1656	7	5	361	542	1722	58	70	110	100	2000	850	30067	0	0	0	5	0	0	5	0	-5	0	0	0	0	10	20	0	0	0	1.26	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2158	난폭한 사막의무법자	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	114	172	4054	7	10	485	728	3646	62	110	120	100	2000	150	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	10	20	0	0	0	1.4	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2191	거대사막거북	BOSS	MONSTER	MELEE	67		AGGR	0	DESERT	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	64	43	85	21	102	190	234112	10	10	32800	49200	21520	76	110	200	100	2000	300	0	0	0	0	0	0	10	10	40	35	40	40	40	40	0	0	60	20	10	2	2108	20	0	0	40	256	30	256	0	0	0	0	0	0	0	10	0	0	0
2192	진거대사막거북	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DESERT	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	16764879	0	40	256	30	256	0	0	0	0	0	0	20	20	0	30	40
2201	투지범졸개	S_PAWN	MONSTER	MELEE	69			0	FIRE		0	fire_tiger	0	84	42	63	21	130	159	3700	7	5	379	569	665	78	110	130	100	2000	150	30042	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	0.98	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2202	화령	S_PAWN	MONSTER	MAGIC	69			0	FIRE		0	fire_ghost	0	85	43	64	21	132	161	3700	7	5	365	547	665	78	110	130	100	2000	850	0	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203	투지범	KNIGHT	MONSTER	MELEE	70			0	FIRE		0	fire_tiger_boss	0	85	43	65	22	119	178	5061	12	10	530	795	1124	79	110	130	100	2000	150	30019	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	1.26	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	참마인	KNIGHT	MONSTER	POWER	71			0	FIRE	CURSE	0	fire_man	0	86	43	65	22	105	195	5188	12	10	537	806	1140	80	110	130	100	2000	150	0	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	1.26	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2205	태화무인	S_KNIGHT	MONSTER	POWER	72			0	FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	106	198	8306	7	10	641	961	2312	81	110	130	100	2000	150	30091	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	1.4	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2206	화염왕	BOSS	MONSTER	MELEE	73		AGGR	0	FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	109	203	272128	10	10	35680	53520	23440	82	110	130	100	2000	150	0	0	0	0	0	50	15	20	40	35	40	40	40	40	0	0	60	0	0	2.28	2205	0	0	0	40	256	0	0	0	0	0	0	0	0	20	0	0	0	0
2207	진화염왕	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	0	0	40	256	0	0	0	0	0	0	0	0	20	20	0	30	40
2231	터프한 투지범졸개	S_PAWN	MONSTER	MELEE	69			0	FIRE		0	fire_tiger	0	84	42	63	21	156	191	2960	7	5	379	569	465	78	110	130	100	2000	150	30042	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	0.98	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2232	터프한 화령	S_PAWN	MONSTER	MAGIC	69			0	FIRE		0	fire_ghost	0	85	43	64	21	158	193	2960	7	5	365	547	465	78	110	130	100	2000	850	0	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	0.98	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2233	터프한 투지범	KNIGHT	MONSTER	MELEE	70			0	FIRE		0	fire_tiger_boss	0	85	43	65	22	143	214	4049	12	10	530	795	787	79	110	130	100	2000	150	30019	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	1.26	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	터프한 참마인	KNIGHT	MONSTER	POWER	71			0	FIRE	CURSE	0	fire_man	0	86	43	65	22	126	234	4150	12	10	537	806	798	80	110	130	100	2000	150	0	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	1.26	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2235	터프한 태화무인	S_KNIGHT	MONSTER	POWER	72			0	FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	127	238	6645	7	10	641	961	1618	81	110	130	100	2000	150	30091	0	0	0	0	0	15	20	0	-5	0	0	0	0	90	0	0	0	0	1.4	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
2291	화룡	KING	MONSTER	MELEE	75	BIG	AGGR	0	FIRE	STUN,SLOW,CURSE,TERROR	0	fire_dragon	0	99	69	65	23	110	205	356080	10	10	68700	103050	240800	84	110	130	100	2000	1000	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2205	10	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0
2292	화룡	KING	MONSTER	MELEE	99	BIG	AGGR,BERSERK	0	FIRE	STUN,SLOW,CURSE,TERROR	0	red_dragon	0	90	90	90	90	2300	2600	5000000	10	10	68700	103050	240800	300	100	130	100	2000	1000	0	0	0	0	0	0	3	3	30	25	30	30	30	50	100	50	50	50	20	1	2205	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
2293	화룡	KING	MONSTER	MELEE	99	BIG	AGGR,BERSERK	0	FIRE	STUN,SLOW,CURSE,TERROR	0	red_dragon2	0	90	90	90	90	2300	2600	5000000	10	10	68700	103050	240800	300	100	130	100	2000	1000	0	0	0	0	0	0	3	3	30	25	30	30	30	50	100	50	50	50	20	1	2205	10	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
2301	귀목	PAWN	MONSTER	RANGE	65		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	115	172	2261	3	5	344	516	768	67	110	100	100	2000	650	0	0	0	3	0	0	5	5	0	-10	0	-10	-10	50	0	0	30	0	0	1.12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2302	밑둥귀목	PAWN	MONSTER	MELEE	67			0			0	ent_guru	0	92	42	65	10	134	164	3939	3	5	358	537	803	72	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2303	목령	S_PAWN	MONSTER	RANGE	69			0			0	ent_hu	0	86	55	65	10	127	190	3548	5	5	616	924	1031	76	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2304	화류귀목	S_PAWN	MONSTER	MELEE	70			0			0	ent_red	0	89	49	77	10	114	211	5206	5	10	632	948	1058	79	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	흑귀목	KNIGHT	MONSTER	MELEE	71		AGGR	0		SLOW,CURSE	0	ent_black	0	94	75	75	10	118	219	7214	7	5	905	1358	1833	83	125	100	100	2000	150	0	0	0	0	3	0	5	10	10	0	10	15	15	0	0	0	20	0	0	1.6	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2306	거대귀목	BOSS	MONSTER	MELEE	84		AGGR	0			0	ent_huge	0	99	84	70	10	118	219	353840	12	10	38560	57840	27236	86	110	130	100	2000	300	0	0	0	0	0	3	15	20	10	10	10	15	15	-5	0	0	60	0	0	3	2304	35	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2307	귀목령주	KING	MONSTER	MELEE	86		AGGR	0			0	ent_elder	0	121	76	65	10	120	224	452900	30	20	73200	109800	250800	90	110	130	100	2000	300	0	0	0	5	5	10	15	20	10	10	10	20	20	0	0	0	50	0	0	4.8	2305	40	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
2311	적귀목	S_PAWN	MONSTER	RANGE	74		AGGR,NOMOVE	0			0	ent_trent	0	75	57	50	10	128	193	3596	3	5	624	936	1069	67	110	130	100	2000	900	0	0	0	3	0	0	15	20	0	-10	0	-10	-10	50	0	0	50	0	0	1.44	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2312	밑둥적귀목	KNIGHT	MONSTER	MELEE	76			0			0	ent_guru	0	92	42	65	10	148	181	7032	3	5	640	960	1830	72	130	130	100	2000	150	0	0	0	0	0	0	15	20	-5	-15	0	5	5	5	0	0	25	0	0	1.6	0	15	16764879	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2313	적목령	KNIGHT	MONSTER	RANGE	77			-4			0	ent_hu	0	86	55	65	10	133	200	5699	5	5	894	1341	1854	76	110	170	100	2000	650	0	0	0	0	10	0	5	15	10	10	5	-10	-10	10	0	0	30	0	0	1.6	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2314	화류적귀목	S_KNIGHT	MONSTER	MELEE	80		AGGR	0		SLOW,CURSE	0	ent_red	0	89	49	77	10	120	224	11558	5	10	928	1392	3852	79	125	150	100	2000	150	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	35	0	0	1.92	0	25	16764879	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2315	흑적귀목	S_KNIGHT	MONSTER	MELEE	82		AGGR	0		SLOW,CURSE	0	ent_black	0	94	75	75	10	123	229	11843	7	5	1212	1819	3948	83	125	150	100	2000	150	0	0	0	0	3	0	15	20	10	0	10	15	15	0	0	0	40	0	0	1.92	0	25	16764879	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2401	천의병사	PAWN	MONSTER	MELEE	87		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	ch_footman	0	107	53	80	26	133	247	7090	3	7	660	990	1175	67	135	130	100	2000	50	0	0	0	3	0	0	5	5	0	-10	0	-10	-10	50	0	0	30	0	0	3.1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2402	천의궁병	PAWN	MONSTER	RANGE	89		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	ch_bowman	0	82	110	55	27	136	252	5522	5	7	674	1011	1202	72	130	150	100	2000	700	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	3.1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2403	천의법사	S_PAWN	MONSTER	RANGE	89		AGGR,REVIVE	0	HUMAN	SLOW,CURSE,TERROR	0	ch_magician	0	82	55	110	27	136	252	14784	5	7	1092	1638	1443	76	130	150	100	2000	700	0	0	0	0	10	10	0	0	10	10	5	-10	-10	10	0	0	10	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2404	천의장수	S_PAWN	MONSTER	MELEE	90		AGGR,STONESKIN	0	HUMAN	SLOW,CURSE,TERROR	0	ch_officer	0	111	83	55	28	137	255	20272	7	10	1104	1656	1459	79	140	130	100	2000	50	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	5.1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2411	진천의병사	S_PAWN	MONSTER	MELEE	91		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	ch_footman	0	112	84	56	28	139	257	16923	5	7	688	1033	2459	67	135	130	100	2000	50	0	0	0	3	0	0	15	20	0	-10	0	-10	-10	50	0	0	50	0	0	4	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2412	진천의궁병	KNIGHT	MONSTER	RANGE	93		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	ch_bowman	0	86	114	57	29	141	263	22608	5	7	703	1054	2515	72	130	150	100	2000	700	0	0	0	0	0	0	15	20	-5	-15	0	5	5	5	0	0	25	0	0	4.5	0	15	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2413	진천의법사	KNIGHT	MONSTER	RANGE	95		AGGR,REVIVE	0	HUMAN	SLOW,CURSE,TERROR	0	ch_magician	0	88	58	117	29	144	268	23634	7	7	1164	1746	2570	76	130	150	100	2000	700	0	0	0	0	10	10	5	15	10	10	5	-10	-10	10	0	0	30	0	0	4.5	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2414	진천의장수	S_KNIGHT	MONSTER	MELEE	97		AGGR,STONESKIN	0	HUMAN	SLOW,CURSE,TERROR	0	ch_officer	0	119	89	60	30	147	273	39540	7	10	1188	1782	5250	79	140	130	100	2000	50	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	35	0	0	6.72	0	25	16764879	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
2415	진천의장수	S_KNIGHT	MONSTER	MELEE	97	SMALL	AGGR,STONESKIN	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_officer	0	119	89	60	30	222	273	41400	5	20	0	0	0	95	105	130	100	2000	50	0	0	0	5	0	5	8	8	20	30	20	20	10	5	0	-40	-10	0	0	3.0	0	20	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431	천의병사	PAWN	MONSTER	MELEE	80		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	ch_footman	0	107	53	80	26	133	247	7090	3	7	660	990	868	67	135	130	100	2000	50	0	0	0	3	0	0	5	5	0	-10	0	-10	-10	50	0	0	30	0	0	2.77	0	5	16764108	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2432	천의궁병	PAWN	MONSTER	RANGE	82		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	ch_bowman	0	82	110	55	27	136	252	5522	5	7	674	1011	889	72	130	150	100	2000	700	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	2.77	0	5	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2433	천의법사	S_PAWN	MONSTER	RANGE	82		AGGR,REVIVE	0	HUMAN	SLOW,CURSE,TERROR	0	ch_magician	0	82	55	110	27	136	252	14784	5	7	1092	1638	1066	76	130	150	100	2000	700	0	0	0	0	10	10	0	0	10	10	5	-10	-10	10	0	0	10	0	0	3.56	0	10	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
2434	천의장수	S_PAWN	MONSTER	MELEE	83		AGGR,STONESKIN	0	HUMAN	SLOW,CURSE,TERROR	0	ch_officer	0	111	83	55	28	137	255	20272	7	10	1104	1656	1078	79	140	130	100	2000	50	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	4.55	0	15	16764108	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
2451	진천의병사	S_PAWN	MONSTER	MELEE	84		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	ch_footman	0	112	84	56	28	139	257	16923	5	7	688	1033	1818	67	135	130	100	2000	50	0	0	0	3	0	0	15	20	0	-10	0	-10	-10	50	0	0	50	0	0	3.5	0	15	13421823	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
2452	진천의궁병	KNIGHT	MONSTER	RANGE	86		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	ch_bowman	0	86	114	57	29	141	263	22608	5	7	703	1054	1859	72	130	150	100	2000	700	0	0	0	0	0	0	15	20	-5	-15	0	5	5	5	0	0	25	0	0	4	0	15	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
2453	진천의법사	KNIGHT	MONSTER	RANGE	88		AGGR,REVIVE	0	HUMAN	SLOW,CURSE,TERROR	0	ch_magician	0	88	58	117	29	144	268	23634	7	7	1164	1746	1899	76	130	150	100	2000	700	0	0	0	0	10	10	5	15	10	10	5	-10	-10	10	0	0	30	0	0	4	0	20	13421823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
